TF,t
STAT2,-2.981414516516477
STAT3,-2.1926278477992542
STAT4,-1.3631697277696857
STAT5A,-1.1526023437261739
STAT5B,-1.050149456677572
STAT6,-1.135187284306381
TAL1,-0.7179818157273528
TBP,-2.173858222514169
TBX21,-0.6196549434662114
TCF12,3.0237082801272717
TCF3,-2.0759590585469345
TCF4,2.5266715524164534
TCF7,2.141408196590331
TCF7L2,-1.8359140196017223
TEAD1,5.186586663435814
TEAD2,-2.0817607228948907
TEAD4,0.1645571691339522
TFAP2A,-0.23753961638995613
TFAP2C,-0.2620635696859845
TFAP4,-2.630115938824195
TFDP1,-0.15782749592302886
TGIF2,1.5124442175977189
THAP1,-4.813202673201397
THAP11,-1.7363461964993494
TP53,-2.726074896831269
TP63,1.2385185944111032
TP73,-0.65894180127806945
TWIST1,-1.1856846285712148
USF1,0.21051436457988407
USF2,0.6579103177111133
VDR,0.39926788951357356
WT1,0.526055285680455
XBP1,0.29954737193548575
YY1,1.4840731890345387
ZBED1,-1.56118258309677
ZBTB11,4.387246803889041
ZBTB33,2.6944088044135266
ZBTB7A,8.682910453707427
ZEB1,1.8483702908036292
ZEB2,-4.440804825872972
ZFX,0.6969114996547268
ZKSCAN1,-4.299783755387414
ZNF143,-0.7489407010937914
ZNF217,0.7517862742249677
ZNF24,0.5521313633094164
ZNF263,12.467235946698805
ZNF274,-1.5895358203195928
ZNF384,-0.06338235975360786
ZNF592,-0.5138343066545237
ZNF639,-2.2322890926348267
ZNF740,-3.17905966400454
