TF,t
AHR,1.57701143380872
AR,-0.832397443210232
ARID2,5.98608451562074
ARID3A,-2.51766710121902
ARNT,4.16797979329193
ARNTL,-2.55206380293545
ASCL1,-6.34818699779299
ATF1,2.1469637958223
ATF2,1.51554281211501
ATF3,0.195936339078512
ATF4,0.388774622626816
ATF6,0.001614901996389
ATF7,0.203693693790188
